,user,date,text,favorite_count,busqueda
537,bbva_peru,Thu Oct 15 15:23:58 +0000 2020,"@fernantoste Hola, por favor envíanos el número de tu requerimiento a través de mensaje interno para solicitar a nu… https://t.co/ZiHj6dxBCw",0,busqueda
539,BBVA_Colombia,Thu Oct 15 14:56:43 +0000 2020,"@lorenamonob Hola, gracias por escribirnos. Te invitamos a que nos amplíes por mensaje directo la información de tu… https://t.co/T2OyewAjHG",0,busqueda
540,bbva,Thu Oct 15 14:23:37 +0000 2020,"@SalvucciBelen Hola, para una atención más personalizada te recomendamos que contactes con los canales de atención… https://t.co/YOa31sHFfA",0,busqueda
541,bbva,Thu Oct 15 14:21:53 +0000 2020,"@NoeliaF1975 Hola, sentimos lo que comentas. Te recomendamos que contactes con el canal de atención de tu país que… https://t.co/eYhno3GTOe",0,busqueda
542,bbva,Thu Oct 15 14:19:00 +0000 2020,"@campithepimp Hola, sentimos lo que comentas. Te recomendamos que contactes con el canal de atención de tu país que… https://t.co/1a166T1DW2",0,busqueda
543,BBVA_Colombia,Thu Oct 15 13:50:37 +0000 2020,"@AngelaMoralesU Hola Angela, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes por mensa… https://t.co/B5etbTRTjm",0,busqueda
544,ardillita79,Thu Oct 15 13:41:16 +0000 2020,@CondusefMX #BBVA Ayuda por favor! El servicio de atención telefónica no ayuda para nada. Los asesores solo se burl… https://t.co/oRNgKVjh67,0,busqueda
545,BBVA_Colombia,Thu Oct 15 13:35:26 +0000 2020,"@Gina383 Hola Gina, queremos atender el inconveniente presentado. Nos encontramos a la espera de la información sol… https://t.co/3DA1tFzpja",0,busqueda
546,BBVA_Colombia,Thu Oct 15 13:33:28 +0000 2020,"@Gina383 Hola Gina, gracias por escribirnos. Te invitamos a que nos amplíes por mensaje directo la información de t… https://t.co/GsIlK61wGo",0,busqueda
547,bbva_peru,Thu Oct 15 13:31:55 +0000 2020,"@Amauta_Warma Hola, te comentamos que el horario de atención de nuestra Banca por Teléfono (01) 595 0000 es de lune… https://t.co/eF9v0hy7nx",0,busqueda
548,Amauta_Warma,Thu Oct 15 13:27:33 +0000 2020,Señores de @bbva_peru el horario de atención vua telefónica es desde las 8 o 9 am? Porque estoy llamando desde las… https://t.co/Uoq3UK1PNy,0,busqueda
549,BBVA_Colombia,Thu Oct 15 13:23:40 +0000 2020,"@AlexCarranzaP Hola Alex, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes por mensaje… https://t.co/bHvolDkfLk",0,busqueda
550,BBVA_Colombia,Thu Oct 15 13:22:11 +0000 2020,"@luis021252 Hola Luis, gracias por escribirnos. Te invitamos a que nos amplíes por mensaje directo la información d… https://t.co/EjY8wjRDcN",0,busqueda
551,bbva_peru,Thu Oct 15 13:15:35 +0000 2020,"@Lusecitath Hola Luz, seguimos tu atención por mensaje interno. ¡Saludos!",1,busqueda
552,BBVA_Colombia,Thu Oct 15 12:21:26 +0000 2020,"@Risharky Hola Ricardo, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes la información… https://t.co/rtrlGi5Hoh",0,busqueda
553,BBVA_Colombia,Thu Oct 15 12:19:15 +0000 2020,"@JhonBeltranP Hola Jhon, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes la informació… https://t.co/oSEbcorzjP",1,busqueda
554,BBVA_Colombia,Thu Oct 15 12:15:09 +0000 2020,"@adrianasah Hola, gracias por escribirnos. Te invitamos a que nos amplíes por mensaje directo la información de tu… https://t.co/FdggUWd75k",0,busqueda
555,bbva_argentina,Thu Oct 15 12:11:47 +0000 2020,@Vernica49166461 ¡Hola Verónica! Te informamos que por razones de público conocimiento la atención telefónica puede… https://t.co/EsDrL5PBoy,0,busqueda
556,BBVA_Colombia,Thu Oct 15 12:11:46 +0000 2020,"@artulopera Hola Luis, gracias por escribirnos. Te invitamos a que nos amplíes la información de tu requerimiento p… https://t.co/zjbtniTNIA",0,busqueda
557,bbva,Thu Oct 15 11:59:31 +0000 2020,"@nosotroslosvot1 Hola, para una atención más personalizada te recomendamos que contactes con los canales de atenció… https://t.co/8J6rHi4UaN",0,busqueda
558,bbva,Thu Oct 15 11:58:26 +0000 2020,"@Eliwhovian Hola, para una atención más personalizada te recomendamos que contactes con los canales de atención en… https://t.co/47CezTWQAs",0,busqueda
559,bbva,Thu Oct 15 11:57:55 +0000 2020,"@Roxysanta70 Hola, para una atención más personalizada te recomendamos que contactes con los canales de atención en… https://t.co/UhonIDK6gD",0,busqueda
560,bbva,Thu Oct 15 11:56:11 +0000 2020,"@gayoso_torres Gracias por ponerte en contacto con nosotros. Para recibir atención más personalizada, contacta con… https://t.co/7XFeotNkUa",0,busqueda
561,bbva,Thu Oct 15 11:36:46 +0000 2020,"@Roxysanta70 Hola, para una atención más personalizada te recomendamos que contactes con los canales de atención en… https://t.co/mXZCXADGHy",0,busqueda
562,bbva,Thu Oct 15 11:35:45 +0000 2020,"@onlyzess Hola, para una atención más personalizada te recomendamos que contactes con los canales de atención en tu… https://t.co/BXGSzFPbY7",0,busqueda
565,diegosd_94,Sat Oct 17 13:12:42 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
566,RAUL_RUIZE,Sat Oct 17 13:09:23 +0000 2020,"@dhgcorrecaminos @bbva Y de robar también saben bastante en @caixabank tienes una hipoteca, una tarjeta de crédito,… https://t.co/2uNyzL9rGs",0,busqueda
567,PaulAvalos81,Sat Oct 17 12:55:36 +0000 2020,"RT @marcoeyzaguirre: @paolobenza @nando360 Me pasó en BBVA: Finanzas de la empresa limpias, sin deuda, apto según Sunat e hice 4 solicitude…",0,busqueda
568,PaulAvalos81,Sat Oct 17 12:54:36 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
569,betoamenero,Sat Oct 17 12:46:56 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
570,bntz05,Sat Oct 17 12:45:43 +0000 2020,@carlosmm107 @BBVA_Mex Aceptar el crédito y el Seguro jajaja,0,busqueda
571,GrazianoRomina,Sat Oct 17 12:33:31 +0000 2020,@MastercardArg @bbva @bbva_argentina  ES UNA ESTAFA necesito que me solucionen el reclamo que vengo haciendo. Me da… https://t.co/3dQ61N8HIh,0,busqueda
572,Betholopezb,Sat Oct 17 12:25:07 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
573,danu1826,Sat Oct 17 12:24:45 +0000 2020,"@bbva_argentina hola, necesito ayuda con una tarjeta de crédito.",0,busqueda
574,Fermil1,Sat Oct 17 12:20:07 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
575,luismirandave,Sat Oct 17 12:06:05 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
576,AngelAburto13,Sat Oct 17 10:53:16 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
577,greymoon2019,Sat Oct 17 10:42:00 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
578,MABRUXI,Sat Oct 17 10:13:57 +0000 2020,"RT @marcoeyzaguirre: @paolobenza @nando360 Me pasó en BBVA: Finanzas de la empresa limpias, sin deuda, apto según Sunat e hice 4 solicitude…",0,busqueda
579,MABRUXI,Sat Oct 17 10:12:42 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
580,SectorBancario,Sat Oct 17 09:13:17 +0000 2020,"Varapalo judicial a BBVA por lo sucedido con un cliente en Albacete 
... nulidad, por usurario, de un contrato de t… https://t.co/xm82pDl6BE",0,busqueda
581,JesuspereyraG,Sat Oct 17 06:48:17 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
582,JesuspereyraG,Sat Oct 17 06:47:57 +0000 2020,"RT @marcoeyzaguirre: @paolobenza @nando360 Me pasó en BBVA: Finanzas de la empresa limpias, sin deuda, apto según Sunat e hice 4 solicitude…",0,busqueda
583,RolandoPrezFli1,Sat Oct 17 06:37:43 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
584,RolandoPrezFli1,Sat Oct 17 06:36:49 +0000 2020,"RT @marcoeyzaguirre: @paolobenza @nando360 Me pasó en BBVA: Finanzas de la empresa limpias, sin deuda, apto según Sunat e hice 4 solicitude…",0,busqueda
585,Karlos00898059,Sat Oct 17 05:21:16 +0000 2020,"RT @marcoeyzaguirre: @paolobenza @nando360 Me pasó en BBVA: Finanzas de la empresa limpias, sin deuda, apto según Sunat e hice 4 solicitude…",0,busqueda
586,VictorAscoy1,Sat Oct 17 05:21:05 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
587,VictorAscoy1,Sat Oct 17 05:19:00 +0000 2020,"RT @marcoeyzaguirre: @paolobenza @nando360 Me pasó en BBVA: Finanzas de la empresa limpias, sin deuda, apto según Sunat e hice 4 solicitude…",0,busqueda
588,kuraan_ii,Sat Oct 17 04:19:16 +0000 2020,"@Soyfurrr HSBC tiene la tarjeta de crédito Zero, que no cobra anualidad, pero para sacarla debes tener una cuenta d… https://t.co/fAUcyMLGOM",0,busqueda
589,arjanlot,Sat Oct 17 03:59:03 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
590,BenitoCastrope,Sat Oct 17 03:28:16 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
591,apenbott,Sat Oct 17 03:28:07 +0000 2020,"RT @marcoeyzaguirre: @paolobenza @nando360 Me pasó en BBVA: Finanzas de la empresa limpias, sin deuda, apto según Sunat e hice 4 solicitude…",0,busqueda
592,SantDiegomr,Sat Oct 17 03:27:16 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
593,JaimeRiasc0s,Sat Oct 17 03:26:15 +0000 2020,"Panas hoy me llamaron del @BBVA_Colombia a preguntarme que cómo estaba mi situación financiera,  que si deseaba amp… https://t.co/oydiwDIMJX",0,busqueda
594,Jlincio,Sat Oct 17 03:21:51 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
595,luisfranco_2014,Sat Oct 17 03:00:45 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
596,luisfranco_2014,Sat Oct 17 03:00:29 +0000 2020,"RT @marcoeyzaguirre: @paolobenza @nando360 Me pasó en BBVA: Finanzas de la empresa limpias, sin deuda, apto según Sunat e hice 4 solicitude…",0,busqueda
597,gianorjim,Sat Oct 17 02:25:31 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
598,rebeQiih,Sat Oct 17 02:19:34 +0000 2020,Super mal experiencia con @bbva me han estado cobrando 2 veces el costo de anualidad de una tarjeta de crédito que… https://t.co/Zee29MiJ9J,1,busqueda
599,rsotos7,Sat Oct 17 02:14:54 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
600,Renatex_Cumpa,Sat Oct 17 02:04:13 +0000 2020,"RT @HenrryVillar: @paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi sectoris…",0,busqueda
601,HenrryVillar,Sat Oct 17 02:03:18 +0000 2020,"@paolobenza Soy microempresario, tenemos una cuenta @bbva_peru + de 12 años, solicité el crédito Reactiva con mi se… https://t.co/uOPyZIyQ6E",55,busqueda
602,marcoeyzaguirre,Sat Oct 17 01:49:36 +0000 2020,"@paolobenza @nando360 Me pasó en BBVA: Finanzas de la empresa limpias, sin deuda, apto según Sunat e hice 4 solicit… https://t.co/GrfhmlzHTc",37,busqueda
603,jerryleo297,Sat Oct 17 01:19:37 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
604,vmpinedog,Sat Oct 17 01:01:54 +0000 2020,@GatoAmargad0 @ScotiaColpatria A mi padre que tiene 95 años en el BBVA entregó su tarjeta de crédito hace más de un… https://t.co/qPQufUnEpl,0,busqueda
607,392luiz,Sat Oct 17 00:37:58 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
608,makiro_lalo,Sat Oct 17 00:03:29 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
612,FranciscoZarco1,Fri Oct 16 23:19:08 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
614,BurritosSteak,Fri Oct 16 22:09:29 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
615,FrancoVzr,Fri Oct 16 22:06:27 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
616,tandc95,Fri Oct 16 22:05:55 +0000 2020,@gaby_cam @bbva Reportando acoso con el señor que te quiere vender una tarjeta de crédito ???? Hay que capacitar a… https://t.co/3D7Q8moiTE,0,busqueda
617,arekusumx,Fri Oct 16 21:36:35 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
618,mdpcardenas,Fri Oct 16 21:35:31 +0000 2020,"@bbva_argentina No quiero asesoramiento, quiero que dejen de acosar y amenazar. No preguntan, sino afirman  ""Tu Tar… https://t.co/pVQztxM4Qs",0,busqueda
620,rynkydynky,Fri Oct 16 20:55:34 +0000 2020,"@BBVA_Colombia una vergüenza su ""Banco Digital"" me obligan a venir a una sucursal fisica y cuando vengo debo espera… https://t.co/VvZxaCYrmH",0,busqueda
621,Phnatick1,Fri Oct 16 20:49:40 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
622,Jesus_Amezquita,Fri Oct 16 20:44:45 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
623,solanozzz,Fri Oct 16 20:37:07 +0000 2020,RT @JulioCamarena12: @BBVARe_mx @gaby_cam @bbva Recibo a diario de 3 a 5 llamadas de ustedes insistiendo con su tarjeta de crédito @BBVARe_…,0,busqueda
626,christian_vent,Fri Oct 16 19:51:16 +0000 2020,@gaby_cam @bbva Que raro a mi me dijeron que por la pandemia ahorita no me podían dar una tarjeta de crédito aún cu… https://t.co/gNPsHuCVlQ,0,busqueda
627,LuisBelmont,Fri Oct 16 19:47:54 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
628,eangelhv,Fri Oct 16 19:47:52 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
629,Edy00857453,Fri Oct 16 19:45:36 +0000 2020,@IndecopiOficial tengo una devolución por parte de @Falabella_pe que me emitieron una nota de crédito pero el bando… https://t.co/yuBjH38ebg,0,busqueda
630,Guadalu21837712,Fri Oct 16 19:44:56 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
631,Ferparra091,Fri Oct 16 19:41:44 +0000 2020,@GatoAmargad0 @ScotiaColpatria El mismo problema con el BBVA. Alivio de 4 meses  de un préstamo hipotecario y me to… https://t.co/ATz2EhOBIo,0,busqueda
632,analisispop,Fri Oct 16 19:40:24 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
633,Nickte_LK,Fri Oct 16 19:33:54 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
634,luisrunner_,Fri Oct 16 19:29:55 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
636,tavrich,Fri Oct 16 19:24:52 +0000 2020,@delarrev O sea llegas al cajero de Banorte con una imagen lo escanea y ya. Yo tengo de débito y crédito en Banorte y débito en Bbva.,1,busqueda
637,Ch16Mars,Fri Oct 16 19:24:25 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
639,icooljon,Fri Oct 16 19:20:39 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
640,Edy00857453,Fri Oct 16 19:18:42 +0000 2020,@bbva_peru me siento robado por @bbva_peru y @Falabella_pe ninguno de los dos me quiere ayudar con la devolución de… https://t.co/JCwTrV2K21,0,busqueda
641,VerdesJirafas,Fri Oct 16 19:02:33 +0000 2020,"@bbva_argentina Hola Banco Francés, me dirías a qué número/mail me puedo comunicar para dar de baja mi tarjeta de crédito?",0,busqueda
643,PatoMon04,Fri Oct 16 18:57:52 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
644,Selva46656915,Fri Oct 16 18:56:29 +0000 2020,"@BBVA_Mex 
Buenas tardes 
A donde me puedo dirigir si estoy recibiendo llamadas de acoso telefónico  buscando a una… https://t.co/2T0p3uzXH6",1,busqueda
645,mizpaidem,Fri Oct 16 18:56:11 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
646,OscarRiders,Fri Oct 16 18:55:19 +0000 2020,@bbva  quisiera tramitar una tarjeta de crédito,0,busqueda
647,javiersodi,Fri Oct 16 18:52:53 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
648,LorenaM06066623,Fri Oct 16 18:50:38 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
650,Hz_Eddie,Fri Oct 16 18:48:03 +0000 2020,@LaClavijo_ @bbva @davidbarguil @ma_camiladiaz @JuanPabloCalvas @AntonioSanguino @MafeCarrascal @CondusefMX ojo aqu… https://t.co/83A20Vl18g,0,busqueda
651,GABRIELSODI,Fri Oct 16 18:46:43 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
652,TlxHenry,Fri Oct 16 18:39:09 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
653,taminadj,Fri Oct 16 18:38:55 +0000 2020,RT @BBVARe_mx: @Soyfurrr La tarjeta perfecta siempre será la que mejor se adecue a tus necesidades y es importante usarla responsablemente.…,0,busqueda
654,papa_pitufo_1,Fri Oct 16 18:35:12 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
656,mausmaux,Fri Oct 16 18:29:07 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
657,zetblade,Fri Oct 16 18:27:11 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
658,JulioCamarena12,Fri Oct 16 18:23:04 +0000 2020,@BBVARe_mx @gaby_cam @bbva Recibo a diario de 3 a 5 llamadas de ustedes insistiendo con su tarjeta de crédito… https://t.co/iFnLFBwZVb,0,busqueda
659,gsvleight,Fri Oct 16 18:22:37 +0000 2020,"@Soyfurrr En cuanto a migración digital, BBVA se lleva de largo a todos, pero, si hablamos de servicio y respaldo,… https://t.co/lFUaxEbprB",2,busqueda
661,Vikloz,Fri Oct 16 18:18:16 +0000 2020,RT @gaby_cam: Hoy me llamaron de @bbva para ofrecerme una tarjeta de crédito. Dije que no la quería porque me acosaban. El señor me dijo qu…,0,busqueda
662,Dacaro90,Fri Oct 16 18:16:20 +0000 2020,"@malenaahumada @gaby_cam @bbva Yo aplico la de: ""estoy en buró de crédito"" y con esa frase no te hacen una sola pregunta extra",0,busqueda
763,notiBancarias,Sat Oct 17 10:00:05 +0000 2020,BBVA se alía con Oddo BHF para potenciar el servicio de bróker https://t.co/P7cVFu71q7,0,busqueda
764,701b7a6ade97414,Sat Oct 17 06:57:32 +0000 2020,@Soyfurrr Para las aclaraciones me consta que Santander tiene buen servicio siempre que hables al área correcta ( e… https://t.co/yEBJrVonXr,0,busqueda
765,701b7a6ade97414,Sat Oct 17 06:52:53 +0000 2020,@Soyfurrr Y Santander sería la segunda mejor opción después de BBVA hay buena variedad de tdc s y si lees bien los… https://t.co/L4v6wCn88J,0,busqueda
766,RolandoPrezFli1,Sat Oct 17 06:51:28 +0000 2020,"@bbva_peru @HenrryVillar Eso de ayudarte, suena como que te estarían, haciendo el favor, 🐕‍🦺 hasta donde tengo ente… https://t.co/kLPr7vuubl",2,busqueda
769,MiguelBrodek,Sat Oct 17 04:22:03 +0000 2020,"@BBVA_Mex pero qué deficiente servicio ofrecen en su app, ya he intentado registrarme varias veces. Podrían mejorar… https://t.co/8Elkrk9okM",0,busqueda
770,Chr1sGrr,Sat Oct 17 03:45:22 +0000 2020,@BBVA_Mex llevo casi una hora tratando de pagar un servicio y no paso de ese mensaje. https://t.co/COFE8GQkAM,0,busqueda
771,PuppsVictor,Sat Oct 17 02:39:48 +0000 2020,"@Melissita1204 @bbva_peru Yo uso truecaller, justo en éste momento me están llamando de claro y supongo para vender… https://t.co/yYj029WRnS",1,busqueda
772,armanguzman27,Sat Oct 17 01:46:28 +0000 2020,"@BBVA_Mex Qué horrible servicio telefónico tienen. Revisen que sus supervisores estén respondiendo las llamadas.
Mi… https://t.co/62CYqghDTm",0,busqueda
773,JCupertinny,Sat Oct 17 01:35:01 +0000 2020,"@BBVA_Mex  si tus practicajas solo van a retener el dinero y no hacer los depósitos, mínimo pongan en la pantalla q… https://t.co/6iB4HBxhXw",0,busqueda
774,luisalonsopg,Sat Oct 17 00:56:41 +0000 2020,@BBVA_Mex No hay servicio via telefonica?,0,busqueda
775,thesadeyesboy,Sat Oct 17 00:53:09 +0000 2020,"Este tweet va para @BBVA_Mex y todas las instituciones, sin importar el servicio que ofrezcan. Es importante como e… https://t.co/Z9VTLLapir",2,busqueda
776,onlysaymeDiego,Sat Oct 17 00:06:57 +0000 2020,"Quiero recomendarles algo. Si van a tener un producto bancario, que no sea @BBVA_Colombia llevo un mes con la app s… https://t.co/l77LJMUHPP",0,busqueda
777,lealres,Fri Oct 16 22:45:30 +0000 2020,@bbva servicio malo. Pero malo. Espero q no terminen robando el dinero como el otro bsnco,0,busqueda
778,lealres,Fri Oct 16 22:37:10 +0000 2020,@bbva alguien q pueda dar un servicio,0,busqueda
779,LamissKarla,Fri Oct 16 21:53:48 +0000 2020,"¿Lo mejor de mi viernes? El excelente servicio de @BBVA_Mex tenía un cargo no reconocido, estaba llorando y me salv… https://t.co/6fryINYUpV",1,busqueda
781,DiegoCortesT,Fri Oct 16 21:38:35 +0000 2020,@BBVA_Colombia su App móvil pide ir a cajeros electrónicos y registrar el celular y ningún cajero da esa opción. Y… https://t.co/dbPemKAgBF,0,busqueda
783,DanielMulfordSt,Fri Oct 16 21:05:46 +0000 2020,Miente el @BBVA_Colombia no me están atendiendo por mensaje privado. Preguntaron por lo que ha pasado y una vez más… https://t.co/fUG9ucbloT,0,busqueda
784,aurora_zafra,Fri Oct 16 21:03:43 +0000 2020,@Cesar88Game @lilly_gzz Yo tengo la tarjeta digital del BBVA y estoy muy contenta con el servicio que da y la app t… https://t.co/V6nV5z3cnX,1,busqueda
785,StellaEugenia,Fri Oct 16 21:01:35 +0000 2020,"¿Saben cual es el peor banco de Colombia? @BBVA_Colombia. Su servicio al cliente es PERVERSO, MENTIROSO Y LADRÓN.",0,busqueda
786,CaceresEri,Fri Oct 16 20:58:59 +0000 2020,Señores @BBVA_Colombia ha sido un verdadero martirio comunicarme con ustedes para tramitar urgente una solicitud. P… https://t.co/q7G7oP6f9Y,0,busqueda
787,7ysitu0Aysitu13,Fri Oct 16 20:28:00 +0000 2020,"@MisaelLandero @DylanMcD8 Bien por ti! Yo todavía me quedare con Bbva, me gusta su servicio al cliente, esperemos q… https://t.co/0rrCx9HZ5S",2,busqueda
788,DANNYBAGGIO,Fri Oct 16 20:25:33 +0000 2020,"@bbva increíble 2 horas y contando para corroborar datos.   
Pésimo servicio",0,busqueda
790,direvat90,Fri Oct 16 19:46:50 +0000 2020,"Increíble que llamo a @BBVA_Mex me piden los datos para acceder, y ya que ingresé todo me dice que el servicio no e… https://t.co/bEzKEI2AWz",0,busqueda
791,omaralviso,Fri Oct 16 19:39:28 +0000 2020,"Creí que no había banco con peor servicio que @Citibanamex pero este mes @bbva se esforzó y los supero, aquí les de… https://t.co/WstAgsuTCu",5,busqueda
792,fredyamontero,Fri Oct 16 19:24:07 +0000 2020,@bbva  tiene el peor servicio al cliente.,0,busqueda
