"id","text","created_at","did_report_as_spam","owner.id","owner.is_verified","owner.profile_pic_url","owner.username","likes","comments"
"17873003341777447","😊",1593290234,false,"2206948675",false,"https://instagram.fmex16-1.fna.fbcdn.net/v/t51.2885-19/s150x150/82550917_1032338243789121_438993357557989376_n.jpg?_nc_ht=instagram.fmex16-1.fna.fbcdn.net&_nc_ohc=rvhnnLwm-MEAX8p6DN5&oh=b1f453f98b0fdc639dbff14e69881549&oe=5FB60A42","fredyloyda",1,1
"17873685286751391","¡Gracias por tener en cuenta a las minorías! ❤️🧡💛💚💙💜",1593292118,false,"2219686717",false,"https://instagram.fmex16-1.fna.fbcdn.net/v/t51.2885-19/s150x150/93754400_708201976388322_8673804552987738112_n.jpg?_nc_ht=instagram.fmex16-1.fna.fbcdn.net&_nc_ohc=Nk9MQAETozAAX-fJywx&oh=382d930b4c140808e422cbd685f28259&oe=5FB39936","albertocaldera1506",1,1
"18041350282249499","😍❤️",1593305332,false,"47596300",false,"https://instagram.fmex16-1.fna.fbcdn.net/v/t51.2885-19/s150x150/120735162_637239050272592_2283894765015067458_n.jpg?_nc_ht=instagram.fmex16-1.fna.fbcdn.net&_nc_ohc=_kZaMEBnuV4AX9TH3l5&oh=c592fac0f6e919a5b69912dd68ad0697&oe=5FB32B51","moys_brown",0,1
"17863876567908804","¡Eso! Vamos con todo. 💙",1593305436,false,"4815448532",false,"https://instagram.fmex16-1.fna.fbcdn.net/v/t51.2885-19/s150x150/84830565_891362351316948_7551820007051624448_n.jpg?_nc_ht=instagram.fmex16-1.fna.fbcdn.net&_nc_ohc=1M0hgg1kA4gAX8FqE4p&oh=bd05acabf3c226ecadf35fafdf5ab751&oe=5FB5FF66","noeworldwide",1,1
"18103900357154227","Mejor reafirmemos los valores y olvidémonos de unirnos a cualquier cosa que se ponga de moda por más depravado que sea.",1593306560,false,"8549042119",false,"https://instagram.fmex16-1.fna.fbcdn.net/v/t51.2885-19/s150x150/67359393_428513821090679_5512133999457206272_n.jpg?_nc_ht=instagram.fmex16-1.fna.fbcdn.net&_nc_ohc=QE2ruwSmUxwAX_D20Sn&oh=07fda64131a251bdfe2d025260d4b76a&oe=5FB3E756","franc_stuchi",2,0
"17932233355381772","💜💜🏳️‍🌈 🏳️‍🌈",1593371618,false,"6866725674",false,"https://instagram.fmex16-1.fna.fbcdn.net/v/t51.2885-19/s150x150/81710286_194950321620547_1247416484540448768_n.jpg?_nc_ht=instagram.fmex16-1.fna.fbcdn.net&_nc_ohc=SZNgv3Rje8sAX9_JMR7&oh=7a0d4fb26db033f132e9f117b9a7e997&oe=5FB265DF","totalnieblaband",0,1
"17846552918206256","💙💛🧡❤️💜",1593387201,false,"1100016345",false,"https://instagram.fmex16-1.fna.fbcdn.net/v/t51.2885-19/s150x150/116437577_895035554317947_5999633350728366799_n.jpg?_nc_ht=instagram.fmex16-1.fna.fbcdn.net&_nc_ohc=SLNlRgS4qkYAX_8HSzF&oh=1844fc072d82043a5d3394be4cb906bc&oe=5FB32BF9","karengonp",0,1
"17894239864540229","Nunca le hagan caso a las bonificaciones en compras de tarjetas de crédito de este banco no sirve",1593443015,false,"697136225",false,"https://instagram.fmex16-1.fna.fbcdn.net/v/t51.2885-19/s150x150/64516583_357870194917153_3731012444785475584_n.jpg?_nc_ht=instagram.fmex16-1.fna.fbcdn.net&_nc_ohc=IJtsowktFf4AX816mnR&oh=06ab2b212a753cb8806921fb263606ef&oe=5FB45816","wiwiosante",0,0
"17859851470992692","Y cuando VAN. CELEBRAR LA EFICIENCIA EN SUS OFICINAS!!!?? MAS BIEN, CUANDO LA VAN A TENER!??!",1593455968,false,"14435848881",false,"https://instagram.fmex16-1.fna.fbcdn.net/v/t51.2885-19/s150x150/95816223_2946836068769828_4529801272928239616_n.jpg?_nc_ht=instagram.fmex16-1.fna.fbcdn.net&_nc_ohc=gzr6oNchwV4AX9nmq2X&oh=68abde4a5f6feb87316797c89de8c5f9&oe=5FB5631A","americavpropiedades",1,1
"17846807096211697","Por que no hay servicio desde la mañana llamo al bbva_mex y no hay servicio tomaron dinero de mi cuenta necesito que me aclaren que les pasa pesimo servicio",1593555982,false,"19060053439",false,"https://instagram.fmex16-1.fna.fbcdn.net/v/t51.2885-19/s150x150/69285833_548177285924339_1604332364236849152_n.jpg?_nc_ht=instagram.fmex16-1.fna.fbcdn.net&_nc_ohc=DEXof6hCV0IAX81S5-7&oh=bdc40d976ce2517d635ded8313088931&oe=5FB27E70","hughmathiu",1,2
